PDCODE;SALEDATE;CLIENTCODE;QTY;UNITVAL;TOTALVAL
071;11/04/2022;069;2.4;37.19;89.256
060;11/04/2022;057;2;12.8;25.6
058;11/04/2022;057;1;36;36
030;11/04/2022;069;0.9;60.35;54.315
029;11/04/2022;057;1;12.8;12.8
025;11/04/2022;084;3;17;51
025;11/04/2022;057;2;16;32
002;11/04/2022;057;5;30;150
002;11/04/2022;057;3;30;90
002;11/04/2022;030;2;29.75;59.5
002;11/04/2022;084;1;29.75;29.75
015;11/04/2022;084;3;13.6;40.8
013;11/04/2022;057;1;32.8;32.8
122;11/04/2022;057;0.6;40;24
012;11/04/2022;084;3;19.55;58.65
114;11/04/2022;057;1;11.52;11.52
112;11/04/2022;069;0.3;56.67;17.001
001;11/04/2022;084;20;16.8;336
001;11/04/2022;057;3;16.8;50.4
001;11/04/2022;057;1;16.8;16.8
110;11/04/2022;069;0.72;37.78;27.2016
109;11/04/2022;069;0.5;63.54;31.77
097;11/04/2022;069;1.1;71.4;78.54
097;11/04/2022;057;1;57.6;57.6
096;11/04/2022;069;2;39;78
085;11/04/2022;057;1;12;12
028;11/04/2022;057;2;12.8;25.6
023;11/04/2022;057;6;12;72
023;11/04/2022;057;4;12;48
023;11/04/2022;084;3;12.75;38.25
023;11/04/2022;030;2;12.75;25.5
022;11/04/2022;057;1;9.6;9.6
021;11/04/2022;084;3;17;51
019;11/04/2022;057;2;9.6;19.2
019;11/04/2022;057;1;9.6;9.6
017;11/04/2022;030;3;11.9;35.7
095;12/04/2022;091;1;10;10
079;12/04/2022;091;3;48;144
029;12/04/2022;063;8;13.6;108.8
029;12/04/2022;132;4;13.6;54.4
029;12/04/2022;091;1;13.6;13.6
002;12/04/2022;063;5;29.75;148.75
002;12/04/2022;013;5;29.75;148.75
002;12/04/2022;132;4;29.75;119
018;12/04/2022;091;1;38.25;38.25
015;12/04/2022;091;10;13.6;136
122;12/04/2022;132;0.598;42.5;25.415
114;12/04/2022;013;5;25.5;127.5
114;12/04/2022;132;1.037;25.5;26.4435
094;12/04/2022;063;1;12.75;12.75
080;12/04/2022;091;1;12.75;12.75
040;12/04/2022;132;0.619;160;99.04
028;12/04/2022;091;1;13.6;13.6
079;13/04/2022;063;1;48;48
002;13/04/2022;026;40;28.9;1156
002;13/04/2022;107;10;29.75;297.5
002;13/04/2022;063;5;29.75;148.75
002;13/04/2022;127;4;29.75;119
002;13/04/2022;048;2;29.75;59.5
002;13/04/2022;016;1;29.75;29.75
002;13/04/2022;140;1;29.75;29.75
122;13/04/2022;063;1;12.75;12.75
095;14/04/2022;110;50;10;500
095;14/04/2022;057;3;10.4;31.2
079;14/04/2022;057;1;45;45
071;14/04/2022;069;4.8;37.19;178.512
058;14/04/2022;057;1;36;36
029;14/04/2022;073;9;13.6;122.4
029;14/04/2022;077;6;13.6;81.6
029;14/04/2022;022;4;13.6;54.4
025;14/04/2022;052;1;17;17
002;14/04/2022;022;15;29.75;446.25
002;14/04/2022;052;6;29.75;178.5
002;14/04/2022;033;6;29.75;178.5
002;14/04/2022;136;5;29.75;148.75
002;14/04/2022;057;5;30;150
002;14/04/2022;020;5;29.75;148.75
002;14/04/2022;020;5;29.75;148.75
002;14/04/2022;073;2;29.75;59.5
002;14/04/2022;077;1;29.75;29.75
015;14/04/2022;052;2;13.6;27.2
015;14/04/2022;057;1;12.8;12.8
013;14/04/2022;052;1;34.85;34.85
122;14/04/2022;045;2.558;42.5;108.715
012;14/04/2022;057;1;18.4;18.4
114;14/04/2022;045;7.8;25.5;198.9
114;14/04/2022;052;2.156;25.5;54.978
114;14/04/2022;057;1.595;24;38.28
001;14/04/2022;057;4;16.8;67.2
001;14/04/2022;052;1;16.8;16.8
111;14/04/2022;069;0.4;44.41;17.764
110;14/04/2022;069;1.08;37.78;40.8024
097;14/04/2022;069;0.964;71.4;68.8296
097;14/04/2022;057;0.229;67.2;15.3888
096;14/04/2022;130;3.5;39;136.5
094;14/04/2022;052;1;12.75;12.75
085;14/04/2022;052;2;12.75;25.5
085;14/04/2022;057;2;12;24
040;14/04/2022;142;0.751;160;120.16
040;14/04/2022;033;0.145;160;23.2
040;14/04/2022;057;0.13;160;20.8
028;14/04/2022;057;3;12.8;38.4
022;14/04/2022;057;1;9.6;9.6
019;14/04/2022;052;1;10.2;10.2
017;14/04/2022;052;1;11.9;11.9
016;14/04/2022;052;1;12.75;12.75
029;18/04/2022;074;2;12.9;25.8
025;18/04/2022;074;2;16.32;32.64
002;18/04/2022;074;2;28.6;57.2
015;18/04/2022;074;2;13.08;26.16
012;18/04/2022;074;2;17.96;35.92
021;18/04/2022;074;3;16.4;49.2
017;18/04/2022;074;2;11.44;22.88
002;19/04/2022;088;5;29.75;148.75
095;20/04/2022;118;5;10;50
079;20/04/2022;063;1;48;48
029;20/04/2022;010;4;13.6;54.4
029;20/04/2022;132;3;13.6;40.8
029;20/04/2022;067;1;13.6;13.6
025;20/04/2022;067;1;17;17
002;20/04/2022;026;50;29.75;1487.5
002;20/04/2022;020;20;29.75;595
002;20/04/2022;089;8;29.75;238
002;20/04/2022;010;4;29.75;119
002;20/04/2022;132;3;29.75;89.25
002;20/04/2022;016;2;29.75;59.5
002;20/04/2022;045;2;29.75;59.5
002;20/04/2022;008;2;29.75;59.5
002;20/04/2022;118;1;29.75;29.75
002;20/04/2022;131;1;29.75;29.75
015;20/04/2022;131;2;13.6;27.2
015;20/04/2022;067;2;13.6;27.2
013;20/04/2022;089;1;35;35
013;20/04/2022;067;1;34.85;34.85
122;20/04/2022;045;1.475;42.5;62.6875
122;20/04/2022;132;0.44;42.5;18.7
122;20/04/2022;067;0.2;42.5;8.5
012;20/04/2022;131;1;19.55;19.55
012;20/04/2022;067;1;19.55;19.55
012;20/04/2022;067;1;19.55;19.55
114;20/04/2022;045;3.869;25.5;98.6595
114;20/04/2022;132;0.507;25.5;12.9285
114;20/04/2022;067;0.3;25.5;7.65
001;20/04/2022;118;1;16.8;16.8
129;20/04/2022;136;1.4;35;49
097;20/04/2022;045;0.498;71.4;35.5572
096;20/04/2022;131;1;39;39
085;20/04/2022;026;13;12.75;165.75
040;20/04/2022;132;0.427;160;68.32
040;20/04/2022;067;0.1734;160;27.744
027;20/04/2022;008;3;25;75
023;20/04/2022;026;20;12.75;255
023;20/04/2022;131;5;12.75;63.75
022;20/04/2022;067;2;10.2;20.4
021;20/04/2022;067;1;17;17
019;20/04/2022;067;2;10.2;20.4
029;21/04/2022;063;3;13.6;40.8
002;21/04/2022;063;10;29.75;297.5
002;21/04/2022;125;3;29.75;89.25
114;21/04/2022;045;4.1;25.5;104.55
130;21/04/2022;063;3.51;44.2;155.142
094;21/04/2022;063;1.6;42.5;68
068;21/04/2022;124;2;10.2;20.4
022;21/04/2022;124;2;10.2;20.4
019;21/04/2022;124;8;10.2;81.6
002;22/04/2022;028;10;29.75;297.5
015;22/04/2022;028;10;13.6;136
013;22/04/2022;028;5;35;175
079;23/04/2022;063;1;48;48
076;23/04/2022;063;0.1;180;18
071;23/04/2022;069;4.8;37.19;178.512
034;23/04/2022;144;1;29.75;29.75
031;23/04/2022;144;1;29.75;29.75
029;23/04/2022;144;4;13.6;54.4
002;23/04/2022;086;6;29.75;178.5
002;23/04/2022;013;5;29.75;148.75
002;23/04/2022;045;3;29.75;89.25
002;23/04/2022;144;1;29.75;29.75
015;23/04/2022;086;6;13.6;81.6
013;23/04/2022;144;1;35;35
012;23/04/2022;144;4;19.55;78.2
112;23/04/2022;069;0.3;56.67;17.001
001;23/04/2022;144;4;16.8;67.2
130;23/04/2022;063;5.6;44.2;247.52
110;23/04/2022;069;1.44;37.78;54.4032
097;23/04/2022;069;1.07;71.4;76.398
096;23/04/2022;069;1.5;39;58.5
072;23/04/2022;069;1.125;53.47;60.15375
070;23/04/2022;063;1.34;42.5;56.95
070;23/04/2022;069;1.2;39;46.8
002;25/04/2022;074;4;28.6;114.4
001;25/04/2022;074;3;16.4;49.2
097;25/04/2022;074;0.955;71.4;68.187
029;26/04/2022;132;3;13.6;40.8
002;26/04/2022;132;4;29.75;119
122;26/04/2022;132;0.356;42.5;15.13
114;26/04/2022;132;0.466;25.5;11.883
040;26/04/2022;132;0.436;160;69.76
021;26/04/2022;132;2;17;34
029;27/04/2022;026;30;13.6;408
002;27/04/2022;026;50;28.9;1445
002;27/04/2022;054;5;37.5;187.5
002;27/04/2022;008;5;29.75;148.75
002;27/04/2022;030;3;29.75;89.25
002;27/04/2022;045;3;29.75;89.25
002;27/04/2022;016;2;29.75;59.5
015;27/04/2022;026;20;13.6;272
013;27/04/2022;054;5;43;215
122;27/04/2022;026;10.085;42.5;428.6125
122;27/04/2022;045;2;42.5;85
114;27/04/2022;026;17.5;25.5;446.25
114;27/04/2022;045;4.3;25.5;109.65
114;27/04/2022;045;4.09;25.5;104.295
001;27/04/2022;045;1;16.8;16.8
125;27/04/2022;026;5.27;85;447.95
097;27/04/2022;054;0.498;84;41.832
096;27/04/2022;130;4;39;156
027;27/04/2022;008;2;25;50
023;27/04/2022;030;1;12.75;12.75
017;27/04/2022;054;2;14;28
017;27/04/2022;030;1;11.9;11.9
079;28/04/2022;057;1;50;50
079;28/04/2022;057;1;15;15
060;28/04/2022;057;1;12.8;12.8
004;28/04/2022;057;1;36;36
002;28/04/2022;020;15;29.75;446.25
002;28/04/2022;089;8;29.75;238
002;28/04/2022;010;5;29.75;148.75
002;28/04/2022;136;4;29.75;119
002;28/04/2022;057;4;30;120
131;28/04/2022;136;1;14.03;14.03
001;28/04/2022;057;7;16.8;117.6
097;28/04/2022;141;0.628;71.4;44.8392
080;28/04/2022;057;2;12;24
021;28/04/2022;141;1;17;17
019;28/04/2022;141;1;10.2;10.2
016;28/04/2022;057;1;12;12
079;29/04/2022;052;2;50;100
079;29/04/2022;045;1;48;48
071;29/04/2022;069;4.8;37.19;178.512
030;29/04/2022;069;0.8;60.35;48.28
002;29/04/2022;104;20;29.75;595
002;29/04/2022;052;6;29.75;178.5
002;29/04/2022;145;6;29.75;178.5
002;29/04/2022;014;6;29.75;178.5
122;29/04/2022;142;2.93;42.5;124.525
122;29/04/2022;145;1.118;42.5;47.515
012;29/04/2022;142;4;19.55;78.2
114;29/04/2022;045;6.181;25.5;157.6155
114;29/04/2022;142;4.82;25.5;122.91
114;29/04/2022;052;2.43;25.5;61.965
114;29/04/2022;014;1.39;25.5;35.445
114;29/04/2022;145;1.051;25.5;26.8005
112;29/04/2022;069;0.3;56.67;17.001
001;29/04/2022;142;10;16.8;168
111;29/04/2022;069;0.4;44.41;17.764
110;29/04/2022;069;2.16;37.78;81.6048
109;29/04/2022;069;0.5;63.54;31.77
097;29/04/2022;069;1.07;71.4;76.398
096;29/04/2022;069;2;39;78
040;29/04/2022;052;0.39;130;50.7
095;30/04/2022;117;5;10;50
029;30/04/2022;063;2;13.6;27.2
002;30/04/2022;063;7;29.75;208.25
002;30/04/2022;008;7;29.75;208.25
002;30/04/2022;045;4;29.75;119
001;30/04/2022;117;1;16.8;16.8
130;30/04/2022;063;7.25;40;290
027;30/04/2022;008;3;25;75
029;03/05/2022;074;3;12.9;38.7
029;03/05/2022;084;2;13.6;27.2
025;03/05/2022;084;3;17;51
002;03/05/2022;074;2;28.6;57.2
002;03/05/2022;084;1;29.75;29.75
015;03/05/2022;084;4;13.6;54.4
012;03/05/2022;084;3;19.55;58.65
001;03/05/2022;084;20;16.8;336
001;03/05/2022;074;6;16.4;98.4
021;03/05/2022;084;2;17;34
021;03/05/2022;074;2;16.4;32.8
095;04/05/2022;114;5;10;50
095;04/05/2022;118;5;10;50
079;04/05/2022;045;1;50;50
071;04/05/2022;069;4;37.19;148.76
029;04/05/2022;073;9;13.6;122.4
025;04/05/2022;131;2;17;34
002;04/05/2022;013;10;29.75;297.5
002;04/05/2022;045;8;29.75;238
002;04/05/2022;127;4;29.75;119
002;04/05/2022;125;3;29.75;89.25
002;04/05/2022;048;2;29.75;59.5
002;04/05/2022;131;1;29.75;29.75
013;04/05/2022;131;1;35;35
122;04/05/2022;045;1.062;42.5;45.135
114;04/05/2022;045;10.5;25.5;267.75
001;04/05/2022;118;1;16.8;16.8
001;04/05/2022;114;1;16.8;16.8
111;04/05/2022;069;0.4;44.41;17.764
097;04/05/2022;069;0.954;71.4;68.1156
079;05/05/2022;057;1;50;50
029;05/05/2022;077;6;13.6;81.6
029;05/05/2022;014;4;13.6;54.4
002;05/05/2022;020;15;29.75;446.25
002;05/05/2022;014;3;29.75;89.25
002;05/05/2022;062;2;29.75;59.5
002;05/05/2022;057;2;30;60
002;05/05/2022;077;1;29.75;29.75
018;05/05/2022;057;1;36;36
012;05/05/2022;014;4;19.55;78.2
001;05/05/2022;014;4;16.8;67.2
001;05/05/2022;057;2;16.8;33.6
029;06/05/2022;026;40;13.6;544
029;06/05/2022;010;2;13.6;27.2
002;06/05/2022;026;80;28.9;2312
002;06/05/2022;089;8;29.75;238
002;06/05/2022;129;4;29.75;119
002;06/05/2022;010;4;29.75;119
122;06/05/2022;026;15;42.5;637.5
114;06/05/2022;026;15.365;25.5;391.8075
085;06/05/2022;026;17.083;12.75;217.80825
040;06/05/2022;026;1.05;130;136.5
023;06/05/2022;026;16.67;12.75;212.5425
071;08/05/2022;069;5.6;37.19;208.264
002;08/05/2022;147;8;29.75;238
002;08/05/2022;125;5;29.75;148.75
002;08/05/2022;016;2;29.75;59.5
002;08/05/2022;045;2;29.75;59.5
112;08/05/2022;069;0.3;56.67;17.001
111;08/05/2022;069;0.4;44.41;17.764
110;08/05/2022;069;2.16;37.78;81.6048
097;08/05/2022;069;0.955;71.4;68.187
096;08/05/2022;069;1;39;39
070;08/05/2022;069;1.2;39;46.8
002;09/05/2022;008;8;29.75;238
002;09/05/2022;132;3;29.75;89.25
122;09/05/2022;132;0.582;42.5;24.735
114;09/05/2022;132;1.03;25.5;26.265
130;09/05/2022;063;4.095;44.2;180.999
096;09/05/2022;130;4;39;156
094;09/05/2022;063;5;12.75;63.75
040;09/05/2022;132;0.519;130;67.47
027;09/05/2022;008;3;25;75
002;10/05/2022;132;1;29.75;29.75
122;10/05/2022;132;0.354;42.5;15.045
114;10/05/2022;132;0.833;25.5;21.2415
040;10/05/2022;132;0.276;130;35.88
002;11/05/2022;045;4;29.75;119
122;11/05/2022;045;3;42.5;127.5
029;12/05/2022;063;6;13.6;81.6
029;12/05/2022;033;1;13.6;13.6
002;12/05/2022;020;15;29.75;446.25
002;12/05/2022;063;10;29.75;297.5
002;12/05/2022;033;4;29.75;119
002;12/05/2022;125;3;29.75;89.25
040;12/05/2022;033;0.127;130;16.51
022;12/05/2022;124;4;10.2;40.8
019;12/05/2022;124;8;10.2;81.6
095;13/05/2022;022;5;11.05;55.25
079;13/05/2022;099;2;50;100
079;13/05/2022;137;0.5;55;27.5
079;13/05/2022;063;0.5;50;25
029;13/05/2022;073;14;13.6;190.4
029;13/05/2022;022;4;13.6;54.4
025;13/05/2022;022;25;17;425
025;13/05/2022;137;1;20;20
002;13/05/2022;022;8;29.75;238
002;13/05/2022;029;3;29.75;89.25
002;13/05/2022;129;3;29.75;89.25
002;13/05/2022;037;3;29.75;89.25
002;13/05/2022;016;2;29.75;59.5
018;13/05/2022;137;1;45;45
015;13/05/2022;099;3;13.6;40.8
122;13/05/2022;137;0.44;50;22
114;13/05/2022;137;5.758;30;172.74
114;13/05/2022;022;2.022;25.5;51.561
114;13/05/2022;029;1.036;25.5;26.418
001;13/05/2022;099;6;16.8;100.8
130;13/05/2022;063;5.13;44.2;226.746
130;13/05/2022;099;0.88;44.2;38.896
097;13/05/2022;099;1.035;71.4;73.899
097;13/05/2022;029;0.811;71.4;57.9054
097;13/05/2022;137;0.257;84;21.588
097;13/05/2022;029;0.252;71.4;17.9928
094;13/05/2022;063;1;42.5;42.5
094;13/05/2022;137;1;15;15
080;13/05/2022;099;3;12.75;38.25
040;13/05/2022;137;0.201;175;35.175
027;13/05/2022;063;1;33.15;33.15
023;13/05/2022;099;3;12.75;38.25
023;13/05/2022;137;2;15;30
017;13/05/2022;099;4;11.9;47.6
076;14/05/2022;057;10;13;130
058;14/05/2022;057;1;36;36
004;14/05/2022;057;1;36;36
029;14/05/2022;057;10;12.8;128
002;14/05/2022;089;8;29.75;238
002;14/05/2022;057;7;30;210
018;14/05/2022;057;1;36;36
013;14/05/2022;089;1;35;35
013;14/05/2022;057;1;32.8;32.8
122;14/05/2022;057;0.187;40;7.48
114;14/05/2022;057;2.299;24;55.176
001;14/05/2022;057;8;16.8;134.4
097;14/05/2022;057;2.153;67.2;144.6816
028;14/05/2022;057;3;12.8;38.4
023;14/05/2022;057;1;12;12
029;16/05/2022;132;3;13.6;40.8
029;16/05/2022;074;3;12.9;38.7
029;16/05/2022;010;2;13.6;27.2
002;16/05/2022;008;7;29.75;208.25
002;16/05/2022;010;4;29.75;119
002;16/05/2022;132;4;29.75;119
002;16/05/2022;074;3;28.6;85.8
122;16/05/2022;132;0.436;42.5;18.53
114;16/05/2022;132;0.942;25.5;24.021
097;16/05/2022;074;0.617;71.4;44.0538
040;16/05/2022;132;0.689;130;89.57
027;16/05/2022;008;3;25;75
029;17/05/2022;069;1;13.6;13.6
002;17/05/2022;069;5;29.75;148.75
015;17/05/2022;069;4;13.6;54.4
097;17/05/2022;069;0.807;71.4;57.6198
096;17/05/2022;069;2;39;78
021;17/05/2022;069;1;17;17
095;18/05/2022;118;10;10;100
095;18/05/2022;084;2;10.4;20.8
029;18/05/2022;123;12;13.6;163.2
029;18/05/2022;131;3;13.6;40.8
025;18/05/2022;084;3;17;51
025;18/05/2022;131;2;17;34
002;18/05/2022;054;7;37.5;262.5
002;18/05/2022;045;7;29.75;208.25
002;18/05/2022;123;3;29.75;89.25
002;18/05/2022;016;2;29.75;59.5
002;18/05/2022;105;1;37.5;37.5
002;18/05/2022;131;1;29.75;29.75
015;18/05/2022;084;4;13.6;54.4
015;18/05/2022;123;4;13.6;54.4
013;18/05/2022;054;4;41;164
122;18/05/2022;045;3;42.5;127.5
012;18/05/2022;084;4;19.55;78.2
012;18/05/2022;131;1;19.55;19.55
114;18/05/2022;045;10;25.5;255
001;18/05/2022;084;22;16.8;369.6
001;18/05/2022;123;8;16.8;134.4
130;18/05/2022;069;1.422;40;56.88
097;18/05/2022;060;1.93;84;162.12
097;18/05/2022;054;0.495;84;41.58
096;18/05/2022;131;2;39;78
094;18/05/2022;131;3;12.75;38.25
085;18/05/2022;123;1;12.75;12.75
080;18/05/2022;123;1;12.75;12.75
040;18/05/2022;069;0.462;130;60.06
028;18/05/2022;123;1;13.6;13.6
023;18/05/2022;131;5;12.75;63.75
021;18/05/2022;084;2;17;34
019;18/05/2022;123;1;10.2;10.2
017;18/05/2022;054;2;14;28
095;19/05/2022;057;3;10.4;31.2
079;19/05/2022;045;2;50;100
079;19/05/2022;063;2;50;100
079;19/05/2022;057;2;50;100
004;19/05/2022;057;1;36;36
029;19/05/2022;063;6;13.6;81.6
029;19/05/2022;045;1;13.6;13.6
029;19/05/2022;057;1;12.8;12.8
002;19/05/2022;020;15;29.75;446.25
002;19/05/2022;063;10;29.75;297.5
002;19/05/2022;008;7;29.75;208.25
002;19/05/2022;057;4;30;120
015;19/05/2022;057;1;12.8;12.8
013;19/05/2022;057;2;32.8;65.6
122;19/05/2022;057;1.026;40;41.04
012;19/05/2022;045;1;19.55;19.55
114;19/05/2022;057;0.506;24;12.144
130;19/05/2022;063;4.305;40;172.2
130;19/05/2022;057;0.8936;37.6;33.59936
125;19/05/2022;045;0.195;85;16.575
085;19/05/2022;057;2;12;24
028;19/05/2022;057;2;12.8;25.6
027;19/05/2022;008;2;25;50
023;19/05/2022;057;2;12;24
021;19/05/2022;057;1;16;16
017;19/05/2022;057;1;11.2;11.2
003;19/05/2022;057;2;6;12
095;20/05/2022;110;50;10;500
029;20/05/2022;026;50;13.6;680
029;20/05/2022;142;2;13.6;27.2
002;20/05/2022;026;120;28.9;3468
002;20/05/2022;028;10;29.75;297.5
002;20/05/2022;147;8;29.75;238
002;20/05/2022;142;2;29.75;59.5
015;20/05/2022;028;12;13.6;163.2
013;20/05/2022;142;1;34.85;34.85
122;20/05/2022;026;15.225;42.5;647.0625
122;20/05/2022;142;2.976;42.5;126.48
012;20/05/2022;142;5;19.55;97.75
114;20/05/2022;026;21.86;25.5;557.43
114;20/05/2022;142;4.987;25.5;127.1685
001;20/05/2022;142;15;16.8;252
125;20/05/2022;026;7.3;85;620.5
096;20/05/2022;130;4;39;156
096;20/05/2022;028;2;39;78
085;20/05/2022;026;20;12.75;255
072;20/05/2022;149;3.055;57.87;176.79285
040;20/05/2022;028;0.155;130;20.15
023;20/05/2022;026;20;12.75;255
079;21/05/2022;145;1;50;50
116;21/05/2022;151;2;29.75;59.5
115;21/05/2022;151;1;29.75;29.75
001;21/05/2022;151;1;16.8;16.8
071;23/05/2022;069;4.8;37.19;178.512
030;23/05/2022;069;0.225;60.35;13.57875
002;23/05/2022;132;2;29.75;59.5
122;23/05/2022;132;0.614;42.5;26.095
114;23/05/2022;132;1.198;25.5;30.549
097;23/05/2022;069;0.453;71.4;32.3442
096;23/05/2022;069;0.5;39;19.5
040;23/05/2022;132;0.728;130;94.64
063;24/05/2022;144;1.022;42.5;43.435
029;24/05/2022;144;9;13.6;122.4
002;24/05/2022;144;5;29.75;148.75
012;24/05/2022;144;4;19.55;78.2
001;24/05/2022;144;4;16.8;67.2
133;24/05/2022;144;0.565;55;31.075
095;25/05/2022;117;10;5;50
002;25/05/2022;016;2;29.75;59.5
002;25/05/2022;129;2;29.75;59.5
079;26/05/2022;063;1;50;50
029;26/05/2022;063;3;13.6;40.8
029;26/05/2022;152;1;13.6;13.6
002;26/05/2022;020;10;29.75;297.5
002;26/05/2022;063;10;29.75;297.5
002;26/05/2022;008;7;29.75;208.25
002;26/05/2022;136;6;29.75;178.5
002;26/05/2022;045;4;29.75;119
002;26/05/2022;014;2;29.75;59.5
002;26/05/2022;071;2;29.75;59.5
002;26/05/2022;152;1;29.75;29.75
015;26/05/2022;152;1;13.6;13.6
012;26/05/2022;014;3;19.55;58.65
115;26/05/2022;152;1;29.75;29.75
114;26/05/2022;045;5;25.5;127.5
001;26/05/2022;014;5;16.8;84
130;26/05/2022;063;2.707;39.95;108.14465
097;26/05/2022;014;0.768;71.4;54.8352
096;26/05/2022;071;0.5;39;19.5
094;26/05/2022;063;7;12.75;89.25
040;26/05/2022;152;0.235;130;30.55
027;26/05/2022;063;15;25;375
027;26/05/2022;008;3;25;75
022;26/05/2022;124;5;10.2;51
021;26/05/2022;152;2;17;34
019;26/05/2022;124;7;10.2;71.4
017;26/05/2022;152;1;11.9;11.9
003;26/05/2022;152;5;6;30
095;27/05/2022;099;2;5.2;10.4
079;27/05/2022;013;1;50;50
063;27/05/2022;099;0.27;42.5;11.475
050;27/05/2022;141;1;6;6
029;27/05/2022;010;2;13.6;27.2
002;27/05/2022;147;12;29.75;357
002;27/05/2022;013;10;29.75;297.5
002;27/05/2022;010;3;29.75;89.25
002;27/05/2022;037;2;29.75;59.5
015;27/05/2022;099;4;13.6;54.4
001;27/05/2022;099;6;16.8;100.8
125;27/05/2022;099;1.233;85;104.805
125;27/05/2022;141;0.501;85;42.585
068;27/05/2022;141;1;10.2;10.2
027;27/05/2022;013;5;29;145
019;27/05/2022;141;1;10.2;10.2
017;27/05/2022;099;6;11.9;71.4
003;27/05/2022;141;1;6;6
071;30/05/2022;069;4.8;37.19;178.512
030;30/05/2022;069;1.125;60.35;67.89375
029;30/05/2022;073;14;13.6;190.4
029;30/05/2022;129;3;13.6;40.8
002;30/05/2022;089;8;29.75;238
002;30/05/2022;016;2;29.75;59.5
002;30/05/2022;129;1;29.75;29.75
002;30/05/2022;140;1;29.75;29.75
112;30/05/2022;069;0.3;56.67;17.001
111;30/05/2022;069;0.4;44.41;17.764
110;30/05/2022;069;1.8;37.78;68.004
109;30/05/2022;069;0.5;59.8;29.9
097;30/05/2022;069;1.037;71.4;74.0418
096;30/05/2022;130;4;39;156
070;30/05/2022;069;1.2;39;46.8
079;31/05/2022;045;0.5;50;25
002;31/05/2022;045;6;29.75;178.5
002;31/05/2022;132;2;29.75;59.5
002;31/05/2022;074;2;28.6;57.2
015;31/05/2022;074;2;13.08;26.16
122;31/05/2022;045;3.015;42.5;128.1375
122;31/05/2022;132;0.793;42.5;33.7025
012;31/05/2022;074;1;17.96;17.96
114;31/05/2022;045;7.94;25.5;202.47
114;31/05/2022;132;1.778;25.5;45.339
001;31/05/2022;074;4;16.4;65.6
001;31/05/2022;118;1;16.8;16.8
001;31/05/2022;045;1;16.8;16.8
097;31/05/2022;045;0.257;71.4;18.3498
040;31/05/2022;132;0.415;130;53.95
021;31/05/2022;074;2;16.4;32.8
021;31/05/2022;045;1;17;17
079;01/06/2022;091;3;50;150
002;01/06/2022;030;2;29.75;59.5
015;01/06/2022;091;8;13.6;108.8
015;01/06/2022;030;1;13.6;13.6
023;01/06/2022;030;1;12.75;12.75
017;01/06/2022;030;2;11.9;23.8
079;02/06/2022;063;3;41;123
076;02/06/2022;063;0.1;153;15.3
029;02/06/2022;077;7;13.6;95.2
029;02/06/2022;153;1;13.6;13.6
002;02/06/2022;020;15;29.75;446.25
002;02/06/2022;054;12;29.75;357
002;02/06/2022;063;10;29.75;297.5
002;02/06/2022;008;7;29.75;208.25
002;02/06/2022;129;2;29.75;59.5
002;02/06/2022;048;2;29.75;59.5
002;02/06/2022;153;1;29.75;29.75
015;02/06/2022;063;2;13.6;27.2
001;02/06/2022;153;1;16.8;16.8
130;02/06/2022;063;1.702;39.95;67.9949
129;02/06/2022;136;1.586;35;55.51
129;02/06/2022;136;1.559;35;54.565
097;02/06/2022;153;0.505;71.4;36.057
094;02/06/2022;063;4;12.75;51
027;02/06/2022;008;3;25;75
071;03/06/2022;069;4.8;37.19;178.512
030;03/06/2022;069;0.45;60.35;27.1575
029;03/06/2022;026;30;13.6;408
029;03/06/2022;052;1;13.6;13.6
002;03/06/2022;026;80;28.9;2312
002;03/06/2022;039;8;29.75;238
002;03/06/2022;052;5;29.75;148.75
002;03/06/2022;016;3;29.75;89.25
015;03/06/2022;026;18;13.6;244.8
015;03/06/2022;154;10;13.6;136
015;03/06/2022;052;4;13.6;54.4
122;03/06/2022;026;20.49;42.5;870.825
012;03/06/2022;154;5;19.55;97.75
012;03/06/2022;052;1;19.55;19.55
114;03/06/2022;026;20.975;25.5;534.8625
114;03/06/2022;039;5.21;25.5;132.855
114;03/06/2022;052;2.533;25.5;64.5915
130;03/06/2022;154;2.637;40;105.48
130;03/06/2022;063;2.5;39.95;99.875
130;03/06/2022;069;1.9;39.95;75.905
111;03/06/2022;069;1.2;44.41;53.292
110;03/06/2022;069;1.8;37.78;68.004
097;03/06/2022;069;1.5;71.4;107.1
096;03/06/2022;069;2;39;78
075;03/06/2022;052;10;25.42;254.2
068;03/06/2022;154;10;10.2;102
040;03/06/2022;026;1.944;130;252.72
023;03/06/2022;154;10;12.75;127.5
079;04/06/2022;034;1;50;50
076;04/06/2022;034;0.1;153;15.3
029;04/06/2022;152;1;13.6;13.6
025;04/06/2022;152;1;17;17
002;04/06/2022;034;4;29.75;119
002;04/06/2022;045;2;29.75;59.5
013;04/06/2022;034;3;35;105
116;04/06/2022;152;1;29.75;29.75
115;04/06/2022;152;1;29.75;29.75
001;04/06/2022;013;5;16.8;84
097;04/06/2022;057;0.258;67.2;17.3376
080;04/06/2022;057;5;12;60
068;04/06/2022;057;1;9.6;9.6
028;04/06/2022;057;3;12.8;38.4
027;04/06/2022;063;12;25;300
027;04/06/2022;013;5;29;145
023;04/06/2022;013;5;12.75;63.75
023;04/06/2022;057;5;12;60
005;04/06/2022;057;1;79.2;79.2
003;04/06/2022;152;5;6;30
